glassware,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,mug
mug,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,bowl
bowl,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,pot
pot,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,knife
knife,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,food
food,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,chopping board
chopping board,physically coupled with,kitchen benchtops
kitchen benchtops,material,quartz composite
kitchen lighting,located in,kitchen
kitchen lighting,physically coupled with,shelves & drawers
shelves & drawers,physically coupled with,kitchen lighting
kitchen lighting,material,polypropylene plastic
kitchen lighting,material,aluminium
kitchen islands,located in,kitchen
kitchen islands,functionally coupled with,shelves & drawers
shelves & drawers,functionally coupled with,kitchen islands
kitchen islands,functionally coupled with,chair
chair,functionally coupled with,kitchen islands
kitchen islands,physically coupled with,floor
floor,physically coupled with,kitchen islands
kitchen islands,physically coupled with,plate
plate,physically coupled with,kitchen islands
kitchen islands,physically coupled with,glassware
glassware,physically coupled with,kitchen islands
kitchen islands,physically coupled with,mug
mug,physically coupled with,kitchen islands
kitchen islands,physically coupled with,bowl
bowl,physically coupled with,kitchen islands
kitchen islands,physically coupled with,pot
pot,physically coupled with,kitchen islands
kitchen islands,physically coupled with,knife
knife,physically coupled with,kitchen islands
kitchen islands,physically coupled with,food
food,physically coupled with,kitchen islands
kitchen islands,physically coupled with,chopping board
chopping board,physically coupled with,kitchen islands
kitchen islands,physically coupled with,cooker
cooker,physically coupled with,kitchen islands
kitchen islands,material,fibreboard
kitchen islands,material,acrylic
kitchen islands,material,particleboard
kitchen islands,material,thick birch veneer
kitchen islands,material,thick oak veneer
kitchen trolley,located in,kitchen
kitchen trolley,functionally coupled with,shelves & drawers
shelves & drawers,functionally coupled with,kitchen trolley
kitchen trolley,functionally coupled with,kitchen islands
kitchen islands,functionally coupled with,kitchen trolley
kitchen trolley,physically coupled with,floor
floor,physically coupled with,kitchen trolley
kitchen trolley,physically coupled with,plate
plate,physically coupled with,kitchen trolley
kitchen trolley,physically coupled with,glassware
glassware,physically coupled with,kitchen trolley
kitchen trolley,physically coupled with,mug
mug,physically coupled with,kitchen trolley
kitchen trolley,physically coupled with,bowl
bowl,physically coupled with,kitchen trolley
kitchen trolley,physically coupled with,pot
pot,physically coupled with,kitchen trolley
kitchen trolley,physically coupled with,knife
knife,physically coupled with,kitchen trolley
kitchen trolley,physically coupled with,food
food,physically coupled with,kitchen trolley
kitchen trolley,physically coupled with,chopping board
chopping board,physically coupled with,kitchen trolley
kitchen trolley,physically coupled with,cooker
cooker,physically coupled with,kitchen trolley
kitchen trolley,material,steel
wall organisers,located in,kitchen
wall organisers,functionally coupled with,shelves & drawers
shelves & drawers,functionally coupled with,wall organisers
wall organisers,functionally coupled with,kitchen islands
kitchen islands,functionally coupled with,wall organisers
wall organisers,functionally coupled with,kitchen trolley
kitchen trolley,functionally coupled with,wall organisers
wall organisers,physically coupled with,wall
wall,physically coupled with,wall organisers
wall organisers,physically coupled with,plate
plate,physically coupled with,wall organisers
wall organisers,physically coupled with,glassware
glassware,physically coupled with,wall organisers
wall organisers,physically coupled with,mug
mug,physically coupled with,wall organisers
wall organisers,physically coupled with,bowl
bowl,physically coupled with,wall organisers
wall organisers,physically coupled with,pot
pot,physically coupled with,wall organisers
wall organisers,physically coupled with,knife
knife,physically coupled with,wall organisers
wall organisers,physically coupled with,food
food,physically coupled with,wall organisers
wall organisers,physically coupled with,chopping board
chopping board,physically coupled with,wall organisers
wall organisers,material,stainless steel
wall organisers,material,stain
wall organisers,material,ash veneer
hobs,located in,kitchen
hobs,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,hobs
hobs,physically coupled with,cooker
cooker,physically coupled with,hobs
hobs,material,stainless steel
smart phone,located in,kitchen
smart phone,functionally coupled with,kitchen lighting
kitchen lighting,functionally coupled with,smart phone
smart phone,physically coupled with,kitchen islands
kitchen islands,physically coupled with,smart phone
smart phone,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,smart phone
smart home controller,located in,kitchen
smart home controller,physically coupled with,kitchen islands
kitchen islands,physically coupled with,smart home controller
smart home controller,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,smart home controller
smart oven,located in,kitchen
smart oven,subclass of,smart appliance
smart oven,subclass of,home appliance
smart oven,subclass of,smart device
smart oven,subclass of,kitchen stove
smart oven,subclass of,cooking appliance
smart oven,functionally coupled with,smart phone
smart phone,functionally coupled with,smart oven
smart oven,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart oven
smart oven,physically coupled with,plate
plate,physically coupled with,smart oven
smart oven,physically coupled with,bowl
bowl,physically coupled with,smart oven
smart oven,physically coupled with,food
food,physically coupled with,smart oven
smart oven,physically coupled with,shelves & drawers
shelves & drawers,physically coupled with,smart oven
smart fridge,located in,kitchen
smart fridge,subclass of,refrigerator
smart fridge,subclass of,smart appliance
smart fridge,functionally coupled with,smart phone
smart phone,functionally coupled with,smart fridge
smart fridge,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart fridge
smart fridge,physically coupled with,wall
wall,physically coupled with,smart fridge
smart fridge,physically coupled with,floor
floor,physically coupled with,smart fridge
smart fridge,physically coupled with,plate
plate,physically coupled with,smart fridge
smart fridge,physically coupled with,bowl
bowl,physically coupled with,smart fridge
smart fridge,physically coupled with,glassware
glassware,physically coupled with,smart fridge
smart fridge,physically coupled with,mug
mug,physically coupled with,smart fridge
smart fridge,physically coupled with,food
food,physically coupled with,smart fridge
smart sous vide cooker,located in,kitchen
smart sous vide cooker,functionally coupled with,smart phone
smart phone,functionally coupled with,smart sous vide cooker
smart sous vide cooker,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart sous vide cooker
smart sous vide cooker,functionally coupled with,hobs
hobs,functionally coupled with,smart sous vide cooker
smart sous vide cooker,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,smart sous vide cooker
smart sous vide cooker,physically coupled with,food
food,physically coupled with,smart sous vide cooker
smart coffee machine,located in,kitchen
smart coffee machine,functionally coupled with,smart phone
smart phone,functionally coupled with,smart coffee machine
smart coffee machine,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart coffee machine
smart coffee machine,functionally coupled with,mug
mug,functionally coupled with,smart coffee machine
smart coffee machine,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,smart coffee machine
smart coffee machine,physically coupled with,mug
mug,physically coupled with,smart coffee machine
smart coffee machine,physically coupled with,kitchen islands
kitchen islands,physically coupled with,smart coffee machine
smart microwave oven,located in,kitchen
smart microwave oven,functionally coupled with,smart phone
smart phone,functionally coupled with,smart microwave oven
smart microwave oven,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart microwave oven
smart microwave oven,functionally coupled with,smart oven
smart oven,functionally coupled with,smart microwave oven
smart microwave oven,functionally coupled with,smart sous vide cooker
smart sous vide cooker,functionally coupled with,smart microwave oven
smart microwave oven,functionally coupled with,cooker
cooker,functionally coupled with,smart microwave oven
smart microwave oven,functionally coupled with,hobs
hobs,functionally coupled with,smart microwave oven
smart microwave oven,functionally coupled with,plate
plate,functionally coupled with,smart microwave oven
smart microwave oven,physically coupled with,plate
plate,physically coupled with,smart microwave oven
smart microwave oven,physically coupled with,bowl
bowl,physically coupled with,smart microwave oven
smart microwave oven,physically coupled with,mug
mug,physically coupled with,smart microwave oven
smart microwave oven,physically coupled with,glassware
glassware,physically coupled with,smart microwave oven
smart microwave oven,physically coupled with,wall
wall,physically coupled with,smart microwave oven
smart microwave oven,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,smart microwave oven
smart scale,located in,kitchen
smart scale,functionally coupled with,smart phone
smart phone,functionally coupled with,smart scale
smart scale,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart scale
smart scale,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,smart scale
smart scale,physically coupled with,bowl
bowl,physically coupled with,smart scale
smart scale,physically coupled with,plate
plate,physically coupled with,smart scale
smart scale,physically coupled with,food
food,physically coupled with,smart scale
smart cooking thermometer,located in,kitchen
smart cooking thermometer,functionally coupled with,smart phone
smart phone,functionally coupled with,smart cooking thermometer
smart cooking thermometer,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart cooking thermometer
smart cooking thermometer,functionally coupled with,smart fridge
smart fridge,functionally coupled with,smart cooking thermometer
smart cooking thermometer,functionally coupled with,smart oven
smart oven,functionally coupled with,smart cooking thermometer
smart cooking thermometer,functionally coupled with,cooker
cooker,functionally coupled with,smart cooking thermometer
smart cooking thermometer,functionally coupled with,smart microwave oven
smart microwave oven,functionally coupled with,smart cooking thermometer
smart cooking thermometer,physically coupled with,food
food,physically coupled with,smart cooking thermometer
smart range hood,located in,kitchen
smart range hood,functionally coupled with,smart phone
smart phone,functionally coupled with,smart range hood
smart range hood,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart range hood
smart range hood,functionally coupled with,cooker
cooker,functionally coupled with,smart range hood
smart range hood,functionally coupled with,hods
hods,functionally coupled with,smart range hood
smart range hood,physically coupled with,wall
wall,physically coupled with,smart range hood
smart crockpot,located in,kitchen
smart crockpot,functionally coupled with,cooker
cooker,functionally coupled with,smart crockpot
smart crockpot,functionally coupled with,smart oven
smart oven,functionally coupled with,smart crockpot
smart crockpot,functionally coupled with,smart sous vide cooker
smart sous vide cooker,functionally coupled with,smart crockpot
smart crockpot,functionally coupled with,smart cooking thermometer
smart cooking thermometer,functionally coupled with,smart crockpot
smart crockpot,functionally coupled with,plate
plate,functionally coupled with,smart crockpot
smart crockpot,functionally coupled with,bowl
bowl,functionally coupled with,smart crockpot
smart crockpot,physically coupled with,food
food,physically coupled with,smart crockpot
smart crockpot,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,smart crockpot
smart crockpot,physically coupled with,kitchen islands
kitchen islands,physically coupled with,smart crockpot
smart crockpot,physically coupled with,shelves & drawers
shelves & drawers,physically coupled with,smart crockpot
smart jucier,located in,kitchen
smart jucier,functionally coupled with,food
food,functionally coupled with,smart jucier
smart jucier,functionally coupled with,smart phone
smart phone,functionally coupled with,smart jucier
smart jucier,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart jucier
smart jucier,functionally coupled with,mug
mug,functionally coupled with,smart jucier
smart jucier,functionally coupled with,glassware
glassware,functionally coupled with,smart jucier
smart jucier,physically coupled with,shelves & drawers
shelves & drawers,physically coupled with,smart jucier
smart jucier,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,smart jucier
smart jucier,physically coupled with,kitchen islands
kitchen islands,physically coupled with,smart jucier
smart jucier,physically coupled with,food
food,physically coupled with,smart jucier
smart dishwasher,located in,kitchen
smart dishwasher,subclass of,smart appliance
smart dishwasher,subclass of,dishwasher
smart dishwasher,functionally coupled with,smart phone
smart phone,functionally coupled with,smart dishwasher
smart dishwasher,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart dishwasher
smart dishwasher,functionally coupled with,mug
mug,functionally coupled with,smart dishwasher
smart dishwasher,functionally coupled with,plate
plate,functionally coupled with,smart dishwasher
smart dishwasher,functionally coupled with,bowl
bowl,functionally coupled with,smart dishwasher
smart dishwasher,functionally coupled with,pot
pot,functionally coupled with,smart dishwasher
smart dishwasher,physically coupled with,smart oven
smart oven,physically coupled with,smart dishwasher
smart dishwasher,physically coupled with,shelves & drawers
shelves & drawers,physically coupled with,smart dishwasher
smart dishwasher,physically coupled with,cooker
cooker,physically coupled with,smart dishwasher
smart dishwasher,physically coupled with,glassware
glassware,physically coupled with,smart dishwasher
smart dishwasher,physically coupled with,mug
mug,physically coupled with,smart dishwasher
smart dishwasher,physically coupled with,plate
plate,physically coupled with,smart dishwasher
smart dishwasher,physically coupled with,bowl
bowl,physically coupled with,smart dishwasher
smart dishwasher,physically coupled with,pot
pot,physically coupled with,smart dishwasher
smart blender,located in,kitchen
smart blender,functionally coupled with,food
food,functionally coupled with,smart blender
smart blender,functionally coupled with,smart phone
smart phone,functionally coupled with,smart blender
smart blender,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart blender
smart blender,physically coupled with,food
food,physically coupled with,smart blender
smart blender,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,smart blender
smart blender,physically coupled with,shelves & drawers
shelves & drawers,physically coupled with,smart blender
smart gas detector,located in,kitchen
smart gas detector,functionally coupled with,smart phone
smart phone,functionally coupled with,smart gas detector
smart gas detector,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart gas detector
smart gas detector,functionally coupled with,smart range hood
smart range hood,functionally coupled with,smart gas detector
smart gas detector,functionally coupled with,hobs
hobs,functionally coupled with,smart gas detector
smart gas detector,physically coupled with,wall
wall,physically coupled with,smart gas detector
smart gas detector,physically coupled with,ceiling
ceiling,physically coupled with,smart gas detector
smart gas detector,physically coupled with,kitchen benchtops
kitchen benchtops,physically coupled with,smart gas detector
plate,located in,kitchen
glassware,located in,kitchen
mug,located in,kitchen
bowl,located in,kitchen
bowl,subclass of,tableware
pot,located in,kitchen
chopping board,located in,kitchen
knife,located in,kitchen
food,located in,kitchen
cooker,located in,kitchen
dining table,located in,dining room
dining table,subclass of,table
dining table,physically coupled with,tableware
tableware,physically coupled with,dining table
dining table,physically coupled with,table centerpiece
table centerpiece,physically coupled with,dining table
dining table,physically coupled with,napkins
napkins,physically coupled with,dining table
dining table,physically coupled with,tablecloth
tablecloth,physically coupled with,dining table
dining table,physically coupled with,lattern
lattern,physically coupled with,dining table
dining table,physically coupled with,candelabrum
candelabrum,physically coupled with,dining table
dining table,physically coupled with,place card holder
place card holder,physically coupled with,dining table
dining table,physically coupled with,basket
basket,physically coupled with,dining table
dining table,physically coupled with,glassware
glassware,physically coupled with,dining table
dining table,physically coupled with,dishcloth
dishcloth,physically coupled with,dining table
dining table,physically coupled with,floor
floor,physically coupled with,dining table
dining table,physically coupled with,ornament
ornament,physically coupled with,dining table
dining table,has attribute,high clearance
dining table,material,particle board
dining table,material,oak veneer
dining table,material,solid birch
dining chair,located in,dining room
dining chair,functionally coupled with,dining table
dining table,functionally coupled with,dining chair
dining chair,functionally coupled with,chair pads
chair pads,functionally coupled with,dining chair
dining chair,physically coupled with,chair cover
chair cover,physically coupled with,dining chair
dining chair,physically coupled with,floor
floor,physically coupled with,dining chair
dining chair,physically coupled with,chair pads
chair pads,physically coupled with,dining chair
dining chair,has attribute,high clearance
dining chair,has attribute,movable
dining chair,material,solid birch
dining chair,material,steel
dining chair,material,polyester powder coating
dining chair,material,clear acrylic lacquer
sideboard,located in,dining room
sideboard,subclass of,cabinet
sideboard,functionally coupled with,dining table
dining table,functionally coupled with,sideboard
sideboard,physically coupled with,glassware
glassware,physically coupled with,sideboard
sideboard,physically coupled with,tableware
tableware,physically coupled with,sideboard
sideboard,physically coupled with,lattern
lattern,physically coupled with,sideboard
sideboard,physically coupled with,candelabrum
candelabrum,physically coupled with,sideboard
sideboard,physically coupled with,basket
basket,physically coupled with,sideboard
sideboard,physically coupled with,potted plant
potted plant,physically coupled with,sideboard
sideboard,physically coupled with,ornament
ornament,physically coupled with,sideboard
sideboard,physically coupled with,floor
floor,physically coupled with,sideboard
sideboard,physically coupled with,wall
wall,physically coupled with,sideboard
sideboard,physically coupled with,dishcloth
dishcloth,physically coupled with,sideboard
sideboard,has attribute,low clearance
sideboard,material,fibreboard
sideboard,material,solid pine
console table,located in,dining room
console table,subclass of,table
console table,subclass of,shelf
console table,functionally coupled with,dining table
dining table,functionally coupled with,console table
console table,functionally coupled with,sideboard
sideboard,functionally coupled with,console table
console table,physically coupled with,glassware
glassware,physically coupled with,console table
console table,physically coupled with,lattern
lattern,physically coupled with,console table
console table,physically coupled with,candelabrum
candelabrum,physically coupled with,console table
console table,physically coupled with,basket
basket,physically coupled with,console table
console table,physically coupled with,dishcloth
dishcloth,physically coupled with,console table
console table,has attribute,low clearance
console table,material,tempered glass
console table,material,solid beech
bar table,located in,dining room
bar table,functionally coupled with,dining table
dining table,functionally coupled with,bar table
bar table,physically coupled with,floor
floor,physically coupled with,bar table
bar table,physically coupled with,glassware
glassware,physically coupled with,bar table
bar table,physically coupled with,table centerpiece
table centerpiece,physically coupled with,bar table
bar table,physically coupled with,potted plant
potted plant,physically coupled with,bar table
bar table,physically coupled with,place card holder
place card holder,physically coupled with,bar table
bar table,physically coupled with,dishcloth
dishcloth,physically coupled with,bar table
bar table,physically coupled with,ornament
ornament,physically coupled with,bar table
bar table,has attribute,high clearance
bar table,material,particle board
bar table,material,oak veneer
bar table,material,steel
bench,located in,dining room
bench,subclass of,seat
bench,functionally coupled with,dining chair
dining chair,functionally coupled with,bench
bench,physically coupled with,floor
floor,physically coupled with,bench
bench,physically coupled with,chair pads
chair pads,physically coupled with,bench
bench,has attribute,low clearance
bench,has attribute,movable
bench,material,particle board
bench,material,solid oak
bench,material,thick oak veneer
stool,located in,dining room
stool,functionally coupled with,dining chair
dining chair,functionally coupled with,stool
stool,functionally coupled with,bench
bench,functionally coupled with,stool
stool,functionally coupled with,dining table
dining table,functionally coupled with,stool
stool,physically coupled with,glassware
glassware,physically coupled with,stool
stool,physically coupled with,floor
floor,physically coupled with,stool
stool,physically coupled with,chair pads
chair pads,physically coupled with,stool
stool,has attribute,high clearance
stool,has attribute,movable
stool,material,birch plywood
stool,material,birch veneer
stool,material,stain
cafe table,located in,dining room
cafe table,functionally coupled with,dining table
dining table,functionally coupled with,cafe table
cafe table,functionally coupled with,bar table
bar table,functionally coupled with,cafe table
cafe table,functionally coupled with,stool
stool,functionally coupled with,cafe table
cafe table,physically coupled with,napkins
napkins,physically coupled with,cafe table
cafe table,physically coupled with,dishcloth
dishcloth,physically coupled with,cafe table
cafe table,physically coupled with,floor
floor,physically coupled with,cafe table
cafe table,physically coupled with,glassware
glassware,physically coupled with,cafe table
cafe table,physically coupled with,place card holder
place card holder,physically coupled with,cafe table
cafe table,physically coupled with,ornament
ornament,physically coupled with,cafe table
cafe table,has attribute,high clearance
cafe table,has attribute,movable
cafe table,material,aluminium
cafe table,material,steel
cafe table,material,particle board
wine rack,located in,dining room
wine rack,functionally coupled with,console table
console table,functionally coupled with,wine rack
wine rack,functionally coupled with,sideboard
sideboard,functionally coupled with,wine rack
wine rack,physically coupled with,floor
floor,physically coupled with,wine rack
wine rack,physically coupled with,glassware
glassware,physically coupled with,wine rack
wine rack,physically coupled with,console table
console table,physically coupled with,wine rack
wine rack,has attribute,movable
wine rack,material,solid wood
cooling bag,located in,dining room
cooling bag,physically coupled with,glassware
glassware,physically coupled with,cooling bag
cooling bag,physically coupled with,floor
floor,physically coupled with,cooling bag
cooling bag,physically coupled with,dining table
dining table,physically coupled with,cooling bag
cooling bag,physically coupled with,console table
console table,physically coupled with,cooling bag
cooling bag,physically coupled with,tableware
tableware,physically coupled with,cooling bag
cooling bag,material,polyester
cooling bag,material,polyurethane
ceiling spotlight,located in,dining room
ceiling spotlight,functionally coupled with,lattern
lattern,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,candelabrum
candelabrum,functionally coupled with,ceiling spotlight
ceiling spotlight,physically coupled with,ceiling
ceiling,physically coupled with,ceiling spotlight
ceiling spotlight,material,steel
ceiling spotlight,material,aluminium
floor lamp,located in,dining room
floor lamp,subclass of,lamp
floor lamp,functionally coupled with,lattern
lattern,functionally coupled with,floor lamp
floor lamp,functionally coupled with,candelabrum
candelabrum,functionally coupled with,floor lamp
floor lamp,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,floor lamp
floor lamp,material,acrylic
wall shelf,located in,dining room
wall shelf,functionally coupled with,sideboard
sideboard,functionally coupled with,wall shelf
wall shelf,physically coupled with,lattern
lattern,physically coupled with,wall shelf
wall shelf,physically coupled with,candelabrum
candelabrum,physically coupled with,wall shelf
wall shelf,physically coupled with,tableware
tableware,physically coupled with,wall shelf
smart phone,located in,dining room
smart phone,subclass of,mobile phone
smart phone,subclass of,smart device
smart phone,subclass of,information appliance
smart phone,subclass of,mobile computer
smart phone,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,smart phone
smart phone,functionally coupled with,candelabrum
candelabrum,functionally coupled with,smart phone
smart phone,functionally coupled with,lattern
lattern,functionally coupled with,smart phone
smart phone,physically coupled with,cafe table
cafe table,physically coupled with,smart phone
smart phone,physically coupled with,stool
stool,physically coupled with,smart phone
smart phone,physically coupled with,bench
bench,physically coupled with,smart phone
smart phone,physically coupled with,bar table
bar table,physically coupled with,smart phone
smart phone,physically coupled with,dining table
dining table,physically coupled with,smart phone
smart home controller,located in,dining room
smart home controller,physically coupled with,dining table
dining table,physically coupled with,smart home controller
smart lighting,located in,dining room
smart lighting,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,smart lighting
smart lighting,functionally coupled with,candelabrum
candelabrum,functionally coupled with,smart lighting
smart lighting,functionally coupled with,lattern
lattern,functionally coupled with,smart lighting
smart lighting,functionally coupled with,smart phone
smart phone,functionally coupled with,smart lighting
smart fridge,located in,dining room
smart fridge,subclass of,refrigerator
smart fridge,subclass of,smart appliance
smart fridge,functionally coupled with,cooling bag
cooling bag,functionally coupled with,smart fridge
smart fridge,functionally coupled with,wine rack
wine rack,functionally coupled with,smart fridge
smart fridge,physically coupled with,tableware
tableware,physically coupled with,smart fridge
robot vacuum cleaner,located in,dining room
robot vacuum cleaner,subclass of,vacuum cleaner
robot vacuum cleaner,subclass of,autonomous robot
robot vacuum cleaner,subclass of,smart device
robot vacuum cleaner,subclass of,home appliance
robot vacuum cleaner,physically coupled with,floor
floor,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,wall
wall,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,dining table
dining table,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,dining chair
dining chair,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,sideboard
sideboard,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,bar table
bar table,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,bench
bench,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,stool
stool,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,cafe table
cafe table,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,cooling bag
cooling bag,physically coupled with,robot vacuum cleaner
robot vacuum cleaner,physically coupled with,smart fridge
smart fridge,physically coupled with,robot vacuum cleaner
smart thermometer,located in,dining room
smart thermometer,functionally coupled with,lattern
lattern,functionally coupled with,smart thermometer
smart thermometer,functionally coupled with,candelabrum
candelabrum,functionally coupled with,smart thermometer
smart air conditioner,located in,dining room
smart charging board,located in,dining room
smart charging board,physically coupled with,dining table
dining table,physically coupled with,smart charging board
smart charging board,physically coupled with,bar table
bar table,physically coupled with,smart charging board
kindle,located in,dining room
kindle,subclass of,e-printed book reader
kindle,subclass of,tablet computer
kindle,functionally coupled with,ceiling spotlight
ceiling spotlight,functionally coupled with,kindle
kindle,functionally coupled with,candelabrum
candelabrum,functionally coupled with,kindle
kindle,functionally coupled with,lattern
lattern,functionally coupled with,kindle
kindle,physically coupled with,dining table
dining table,physically coupled with,kindle
kindle,physically coupled with,bar table
bar table,physically coupled with,kindle
kindle,physically coupled with,cafe table
cafe table,physically coupled with,kindle
kindle,physically coupled with,bench
bench,physically coupled with,kindle
kindle,physically coupled with,stool
stool,physically coupled with,kindle
smart security camera,located in,dining room
smart security camera,physically coupled with,sideboard
sideboard,physically coupled with,smart security camera
smart alarm clock,located in,dining room
smart alarm clock,functionally coupled with,smart phone
smart phone,functionally coupled with,smart alarm clock
smart alarm clock,functionally coupled with,smart home controller
smart home controller,functionally coupled with,smart alarm clock
smart alarm clock,functionally coupled with,smart security camera
smart security camera,functionally coupled with,smart alarm clock
smart alarm clock,functionally coupled with,smart charging board
smart charging board,functionally coupled with,smart alarm clock
smart alarm clock,physically coupled with,dining table
dining table,physically coupled with,smart alarm clock
smart alarm clock,physically coupled with,console table
console table,physically coupled with,smart alarm clock
smart alarm clock,physically coupled with,bar table
bar table,physically coupled with,smart alarm clock
smart alarm clock,physically coupled with,cafe table
cafe table,physically coupled with,smart alarm clock
smart air purifier,located in,dining room
smart air purifier,subclass of,air purifier
smart air purifier,subclass of,smart appliance
smart air purifier,subclass of,smart device
smart feeder,located in,dining room
smart feeder,functionally coupled with,tableware
tableware,functionally coupled with,smart feeder
tableware,located in,dining room
table centerpiece,located in,dining room
napkins,located in,dining room
tablecloth,located in,dining room
lattern,located in,dining room
candelabrum,located in,dining room
place card holder,located in,dining room
basket,located in,dining room
potted plant,located in,dining room
glassware,located in,dining room
chair cover,located in,dining room
chair pads,located in,dining room
dishcloth,located in,dining room
ornament,located in,dining room
computer desk,located in,study room
computer desk,subclass of,desk
computer desk,functionally coupled with,cable
cable,functionally coupled with,computer desk
computer desk,physically coupled with,folder
folder,physically coupled with,computer desk
computer desk,physically coupled with,writing tools
writing tools,physically coupled with,computer desk
computer desk,physically coupled with,pen holder
pen holder,physically coupled with,computer desk
computer desk,physically coupled with,writing stationaries
writing stationaries,physically coupled with,computer desk
computer desk,physically coupled with,file
file,physically coupled with,computer desk
computer desk,physically coupled with,printed book
printed book,physically coupled with,computer desk
computer desk,physically coupled with,picture frame
picture frame,physically coupled with,computer desk
computer desk,physically coupled with,cable
cable,physically coupled with,computer desk
computer desk,physically coupled with,computer accessories
computer accessories,physically coupled with,computer desk
computer desk,physically coupled with,tableware
tableware,physically coupled with,computer desk
computer desk,physically coupled with,potted plant
potted plant,physically coupled with,computer desk
computer desk,physically coupled with,ornament
ornament,physically coupled with,computer desk
computer desk,has attribute,high clearance
computer desk,material,particleboard
computer desk,material,acrylic
computer desk,material,plastic
computer desk,material,fibreboard
office chair,located in,study room
office chair,subclass of,chair
office chair,functionally coupled with,chair pillow
chair pillow,functionally coupled with,office chair
office chair,physically coupled with,chair pillow
chair pillow,physically coupled with,office chair
office chair,physically coupled with,floor
floor,physically coupled with,office chair
office chair,has attribute,movable
office chair,material,polypropylene plastic
office chair,material,polyethylene plastic
office chair,material,polyster
office chair,material,steel
office chair,material,polyurethane foam
office chair,material,layer-glued wood veneer
office chair,material,aluminium
drawer units,located in,study room
drawer units,functionally coupled with,computer desk
computer desk,functionally coupled with,drawer units
drawer units,functionally coupled with,folder
folder,functionally coupled with,drawer units
drawer units,functionally coupled with,pen holder
pen holder,functionally coupled with,drawer units
drawer units,physically coupled with,floor
floor,physically coupled with,drawer units
drawer units,physically coupled with,folder
folder,physically coupled with,drawer units
drawer units,physically coupled with,writing tools
writing tools,physically coupled with,drawer units
drawer units,physically coupled with,writing stationaries
writing stationaries,physically coupled with,drawer units
drawer units,physically coupled with,file
file,physically coupled with,drawer units
drawer units,physically coupled with,printed book
printed book,physically coupled with,drawer units
drawer units,physically coupled with,potted plant
potted plant,physically coupled with,drawer units
drawer units,has attribute,low clearance
drawer units,has attribute,movable
drawer units,material,particleboard
drawer units,material,acrylic
drawer units,material,plastic
drawer units,material,fibreboard
cube storage,located in,study room
cube storage,functionally coupled with,computer desk
computer desk,functionally coupled with,cube storage
cube storage,functionally coupled with,drawer units
drawer units,functionally coupled with,cube storage
cube storage,physically coupled with,wall
wall,physically coupled with,cube storage
cube storage,physically coupled with,folder
folder,physically coupled with,cube storage
cube storage,physically coupled with,printed book
printed book,physically coupled with,cube storage
cube storage,physically coupled with,file
file,physically coupled with,cube storage
cube storage,physically coupled with,potted plant
potted plant,physically coupled with,cube storage
cube storage,material,fibreboard
cube storage,material,particleboard
cube storage,material,paper
cube storage,material,plastic
shelving units,located in,study room
shelving units,functionally coupled with,computer desk
